,ntaname,borough,#trees,area,health,trees/sq.mile,borough_y,#properties,avg.landprice_thous$/acre,avg.propvalue_thous$/acre,avtot,properties/sq.mile
176,upper east side-carnegie hill,manhattan,4080.0,0.7197459028423823,13.462009803921571,5668.667211424867,manhattan,8439,418.16009,4347.31024,1333937.96,11724.971224807463
177,upper west side,manhattan,5616.0,1.2332107472702776,13.918269230769232,4553.966150904104,manhattan,11842,198.66512,1893.47569,671645.72,9602.57606107664
178,van cortlandt village,bronx,2235.0,0.920645554734154,14.01118568232662,2427.644372480981,bronx,1376,56.29301,1221.60605,437526.51,1494.603425742206
179,van nest-morris park-westchester square,bronx,3001.0,1.3021686774168586,14.346884371876042,2304.616945596596,bronx,3968,37.21723,717.59996,174809.06,3047.224271951781
180,washington heights north,manhattan,2410.0,0.8130792085449333,13.029045643153527,2964.0408642509474,manhattan,1223,168.90866,2152.36943,950114.1,1504.158496671746
181,washington heights south,manhattan,2695.0,0.8283410806107483,13.166975881261596,3253.4906973501006,manhattan,1759,134.99577,2650.4839300000003,1140196.3,2123.521386507914
182,west brighton,brooklyn,459.0,0.3134602058561473,13.15904139433551,1464.3007036454374,brooklyn,1421,44.96053,521.93006,234868.7,4533.270805839141
183,west concourse,bronx,1979.0,0.6951552944107438,13.441131884790297,2846.8459003502544,bronx,556,322.25271999999995,6467.8281799999995,2881334.44,799.8212837770295
184,west farms-bronx river,bronx,1551.0,0.5410994237940614,14.042553191489361,2866.386345645601,bronx,2152,29.13847,588.18125,128664.73,3977.0879534683
185,west new brighton-new brighton-st. george,staten island,3756.0,2.0098156683814,14.034877529286476,1868.8281015466885,staten island,6007,24.987849999999998,469.31601,94691.41,2988.8313114991893
186,west village,manhattan,3675.0,0.8956988268337143,13.363265306122448,4102.941624911005,manhattan,7669,257.11488,3361.38209,1049337.82,8562.029747331291
187,westchester-unionport,bronx,2709.0,0.8589162138214336,14.167589516426725,3153.974690904128,bronx,3160,26.67619,561.5960200000001,109725.96,3679.0550104308027
188,westerleigh,staten island,4844.0,2.268922612667708,14.410611065235344,2134.933987151118,staten island,7372,24.632369999999998,487.24492,48776.75,3249.1191893637565
189,whitestone,queens,7255.0,2.476853259458788,14.436940041350795,2929.119830694078,queens,7942,26.98506,846.03804,79538.24,3206.487897363524
190,williamsbridge-olinville,bronx,3085.0,1.3011361977946818,14.108589951377633,2371.00466901837,bronx,7010,19.38159,506.50754,84254.26,5387.598939973671
191,williamsburg,brooklyn,1595.0,0.4157336194508971,14.37617554858934,3836.5913300605407,brooklyn,3218,16.89342,501.78496,118094.43,7740.5334797083515
192,windsor terrace,brooklyn,2030.0,0.5036755361211419,14.098522167487685,4030.372441022732,brooklyn,3433,20.10746,1012.04115,90792.56,6815.895857158148
193,woodhaven,queens,3956.0,1.3272078527031292,14.122851365015169,2980.6936358482208,queens,9042,18.379990000000003,497.89658000000003,49128.68,6812.798750085847
194,woodlawn-wakefield,bronx,3802.0,1.4254328220341388,14.251709626512364,2667.2600358496184,bronx,7048,16.15256,457.64839,56514.88,4944.463106961629
195,woodside,queens,2610.0,1.0132654194179107,13.802681992337165,2575.830527700593,queens,4820,42.70711,742.71546,139233.52,4756.897756136728
196,yorkville,manhattan,2133.0,0.4879069150094836,13.12470698546648,4371.735538854866,manhattan,7692,162.70797,1560.40929,620493.94,15765.302280764945
